fecha_evento,producto_canonico,proveedor_candidato,year,month,transport_bucket_origin,no_raw_subreason_x,v2_row_count,transport_source_kind,transport_imputed_flag,transport_days_gap,transport_lookahead_flag,source_date_for_transport,no_raw_subreason_y
2022-01-02,PRODUCT_002,SUPPLIER_054,2018,1,exact_raw_match,,4,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_002,SUPPLIER_053,2018,1,exact_raw_match,,4,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_002,SUPPLIER_013,2018,1,exact_raw_match,,4,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_049,2018,1,no_raw_source,same_date_product_other_provider_only,6,missing,0,,0,2022-01-02,same_date_product_other_provider_only
2022-01-02,PRODUCT_003,SUPPLIER_050,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_009,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_018,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_054,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_053,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_003,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_033,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_004,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_013,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2022-01-02,PRODUCT_003,SUPPLIER_020,2018,1,exact_raw_match,,6,raw_explicit,0,,0,2022-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_050,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_020,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_003,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_035,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_018,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_033,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_001,2019,1,no_raw_source,same_date_product_other_provider_only,8,missing,0,,0,2023-01-02,same_date_product_other_provider_only
2023-01-02,PRODUCT_002,SUPPLIER_004,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_019,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_054,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_002,SUPPLIER_009,2019,1,exact_raw_match,,8,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_050,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_003,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_020,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_001,2019,1,no_raw_source,same_date_product_other_provider_only,6,missing,0,,0,2023-01-02,same_date_product_other_provider_only
2023-01-02,PRODUCT_001,SUPPLIER_035,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_019,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_018,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_004,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_033,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_054,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_001,SUPPLIER_009,2019,1,exact_raw_match,,6,raw_explicit,0,,0,2023-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_010,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_004,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_054,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_033,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_020,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_003,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_050,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_009,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_058,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_035,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_002,SUPPLIER_019,2020,1,exact_raw_match,,7,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_010,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_003,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_050,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_004,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_054,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_019,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_033,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_020,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_058,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_009,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_001,SUPPLIER_035,2020,1,exact_raw_match,,3,raw_explicit,0,,0,2024-01-02,
2025-01-04,PRODUCT_002,SUPPLIER_010,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_035,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_021,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_050,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_059,2021,1,no_raw_source,same_date_product_other_provider_only,9,missing,0,,0,2025-01-04,same_date_product_other_provider_only
2025-01-04,PRODUCT_002,SUPPLIER_009,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_041,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_051,2021,1,no_raw_source,same_date_product_other_provider_only,9,missing,0,,0,2025-01-04,same_date_product_other_provider_only
2025-01-04,PRODUCT_002,SUPPLIER_054,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_020,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_019,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_016,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_002,SUPPLIER_003,2021,1,exact_raw_match,,9,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_035,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_010,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_020,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_021,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_054,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_050,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_051,2021,1,no_raw_source,same_date_product_other_provider_only,3,missing,0,,0,2025-01-04,same_date_product_other_provider_only
2025-01-04,PRODUCT_001,SUPPLIER_059,2021,1,no_raw_source,same_date_product_other_provider_only,3,missing,0,,0,2025-01-04,same_date_product_other_provider_only
2025-01-04,PRODUCT_001,SUPPLIER_041,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_016,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_009,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_019,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_001,SUPPLIER_003,2021,1,exact_raw_match,,3,raw_explicit,0,,0,2025-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_059,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_050,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_020,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_009,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_014,2022,1,no_raw_source,same_date_product_other_provider_only,10,missing,0,,0,2026-01-04,same_date_product_other_provider_only
2026-01-04,PRODUCT_002,SUPPLIER_005,2022,1,no_raw_source,same_date_product_other_provider_only,10,missing,0,,0,2026-01-04,same_date_product_other_provider_only
2026-01-04,PRODUCT_002,SUPPLIER_058,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_019,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_041,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_002,SUPPLIER_054,2022,1,exact_raw_match,,10,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_050,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_059,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_009,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_020,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_041,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_058,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_005,2022,1,no_raw_source,same_date_product_other_provider_only,2,missing,0,,0,2026-01-04,same_date_product_other_provider_only
2026-01-04,PRODUCT_001,SUPPLIER_014,2022,1,no_raw_source,same_date_product_other_provider_only,2,missing,0,,0,2026-01-04,same_date_product_other_provider_only
2026-01-04,PRODUCT_001,SUPPLIER_019,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_001,SUPPLIER_054,2022,1,exact_raw_match,,2,raw_explicit,0,,0,2026-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_059,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_050,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_009,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_035,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_020,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_054,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_039,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_041,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_002,SUPPLIER_008,2023,1,heuristic_same_month_only,,6,heuristic_same_month,1,5,1,2027-01-09,
2027-01-04,PRODUCT_002,SUPPLIER_019,2023,1,exact_raw_match,,6,raw_explicit,0,,0,2027-01-04,
2023-01-02,PRODUCT_003,SUPPLIER_020,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_050,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_004,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_009,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_003,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_019,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_018,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_035,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_033,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2023-01-02,PRODUCT_003,SUPPLIER_054,2019,1,exact_raw_match,,2,raw_explicit,0,,0,2023-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_050,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_004,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_009,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_003,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_033,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_058,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_020,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_019,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_035,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2024-01-02,PRODUCT_003,SUPPLIER_054,2020,1,exact_raw_match,,2,raw_explicit,0,,0,2024-01-02,
2026-01-04,PRODUCT_003,SUPPLIER_050,2022,1,exact_raw_match,,13,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_003,SUPPLIER_058,2022,1,exact_raw_match,,13,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_003,SUPPLIER_009,2022,1,exact_raw_match,,13,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_003,SUPPLIER_020,2022,1,exact_raw_match,,13,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_003,SUPPLIER_041,2022,1,exact_raw_match,,13,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_003,SUPPLIER_005,2022,1,no_raw_source,same_date_product_other_provider_only,13,missing,0,,0,2026-01-04,same_date_product_other_provider_only
2026-01-04,PRODUCT_003,SUPPLIER_019,2022,1,exact_raw_match,,13,raw_explicit,0,,0,2026-01-04,
2026-01-04,PRODUCT_003,SUPPLIER_014,2022,1,no_raw_source,same_date_product_other_provider_only,13,missing,0,,0,2026-01-04,same_date_product_other_provider_only
2027-01-04,PRODUCT_003,SUPPLIER_050,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_003,SUPPLIER_009,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_003,SUPPLIER_054,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_003,SUPPLIER_035,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_003,SUPPLIER_019,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_003,SUPPLIER_039,2023,1,heuristic_same_month_only,,1,heuristic_same_month,1,23,1,2027-01-27,
2027-01-04,PRODUCT_003,SUPPLIER_020,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_003,SUPPLIER_041,2023,1,exact_raw_match,,1,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_009,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_050,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_039,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_020,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_035,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_041,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_054,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_019,2023,1,exact_raw_match,,2,raw_explicit,0,,0,2027-01-04,
2027-01-04,PRODUCT_001,SUPPLIER_008,2023,1,heuristic_same_month_only,,2,heuristic_same_month,1,5,1,2027-01-09,
2025-01-04,PRODUCT_003,SUPPLIER_050,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_035,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_009,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_020,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_041,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_059,2021,1,no_raw_source,same_date_product_other_provider_only,15,missing,0,,0,2025-01-04,same_date_product_other_provider_only
2025-01-04,PRODUCT_003,SUPPLIER_019,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_016,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_054,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2025-01-04,PRODUCT_003,SUPPLIER_003,2021,1,exact_raw_match,,15,raw_explicit,0,,0,2025-01-04,
2029-01-03,PRODUCT_002,SUPPLIER_009,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_027,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_032,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_064,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_050,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_020,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_054,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_049,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_002,SUPPLIER_019,2025,1,exact_raw_match,,3,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_003,SUPPLIER_009,2025,1,exact_raw_match,,13,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_003,SUPPLIER_050,2025,1,exact_raw_match,,13,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_003,SUPPLIER_049,2025,1,exact_raw_match,,13,raw_explicit,0,,0,2029-01-03,
2029-01-03,PRODUCT_003,SUPPLIER_020,2025,1,exact_raw_match,,13,raw_explicit,0,,0,2029-01-03,
