fecha_compra,albaran_id,linea_id,producto_canonico,terminal_canonico,proveedor_canonico,litros,terminales_cubiertos,feature_oferta_disponible,dia_semana,mes,fin_mes,blocked_by_rule,block_reason,proveedor_elegido,source_file,source_transform_run_id,marts_run_id,marts_ts_utc,coste_min_dia_proveedor,rank_coste_dia_producto,precio_unitario_idx,importe_total_idx,coste_min_dia_proveedor_idx,rank_coste_dia_producto_idx
2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,34395,8.0,1,2,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80333,1.0,1.052871,6.579765,1.052871,1.0
2024-01-03,DOC_0002_003,LINE_0002_003,PRODUCT_C,TERM_008,SUPPLIER_02,41804,5.0,1,2,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82592,2.0,1.082478,8.221988,1.082478,2.0
2024-01-03,DOC_0002_004,LINE_0002_004,PRODUCT_A,TERM_001,SUPPLIER_01,23172,7.0,1,2,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.78511,1.0,1.028991,4.332266,1.028991,1.0
2024-01-04,DOC_0003_000,LINE_0003_000,PRODUCT_A,TERM_002,SUPPLIER_02,9996,6.0,1,3,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.77484,1.0,1.015531,1.844418,1.015531,1.0
2024-01-04,DOC_0003_001,LINE_0003_001,PRODUCT_D,TERM_003,SUPPLIER_04,8736,6.0,1,3,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82094,2.0,1.075951,1.707831,1.075951,2.0
2024-01-04,DOC_0003_002,LINE_0003_002,PRODUCT_C,TERM_003,SUPPLIER_01,36994,7.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82528,2.0,1.081639,7.270322,1.081639,2.0
2024-01-04,DOC_0003_003,LINE_0003_003,PRODUCT_C,TERM_003,SUPPLIER_03,35261,4.0,1,3,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.83502,2.0,1.094405,7.011526,1.094405,2.0
2024-01-04,DOC_0003_004,LINE_0003_004,PRODUCT_C,TERM_009,SUPPLIER_01,18538,5.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81674,1.0,1.070447,3.605519,1.070447,1.0
2024-01-04,DOC_0003_005,LINE_0003_005,PRODUCT_C,TERM_005,SUPPLIER_01,43792,6.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82779,1.0,1.084929,8.632488,1.084929,1.0
2024-01-05,DOC_0004_000,LINE_0004_000,PRODUCT_D,TERM_001,SUPPLIER_02,39618,3.0,1,4,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80147,1.0,1.050433,7.561377,1.050433,1.0
2024-01-05,DOC_0004_001,LINE_0004_001,PRODUCT_A,TERM_005,SUPPLIER_01,18762,6.0,1,4,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.77648,1.0,1.01768,3.469209,1.01768,1.0
2024-01-05,DOC_0004_002,LINE_0004_002,PRODUCT_D,TERM_001,SUPPLIER_02,16329,8.0,1,4,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82389,2.0,1.079818,3.203685,1.079818,2.0
2024-01-05,DOC_0004_003,LINE_0004_003,PRODUCT_D,TERM_002,SUPPLIER_01,30422,3.0,1,4,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80429,1.0,1.054129,5.826684,1.054129,1.0
2024-01-05,DOC_0004_004,LINE_0004_004,PRODUCT_A,TERM_004,SUPPLIER_02,10528,8.0,1,4,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.77534,1.0,1.016186,1.943834,1.016186,1.0
2024-01-05,DOC_0004_005,LINE_0004_005,PRODUCT_A,TERM_007,SUPPLIER_04,16857,3.0,1,4,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.79051,1.0,1.036069,3.173283,1.036069,1.0
2024-01-05,DOC_0004_006,LINE_0004_006,PRODUCT_B,TERM_008,SUPPLIER_02,7020,3.0,1,4,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80743,2.0,1.058245,1.34978,1.058245,2.0
2024-01-06,DOC_0005_000,LINE_0005_000,PRODUCT_A,TERM_004,SUPPLIER_01,23792,8.0,1,5,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.78122,1.0,1.023893,4.426143,1.023893,1.0
2024-01-06,DOC_0005_001,LINE_0005_001,PRODUCT_B,TERM_005,SUPPLIER_01,13083,3.0,1,5,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80552,1.0,1.055741,2.509602,1.055741,1.0
2024-01-06,DOC_0005_002,LINE_0005_002,PRODUCT_D,TERM_008,SUPPLIER_01,9015,5.0,1,5,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82355,2.0,1.079372,1.767977,1.079372,2.0
2024-01-06,DOC_0005_003,LINE_0005_003,PRODUCT_A,TERM_003,SUPPLIER_01,39972,5.0,1,5,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.76299,1.0,1.0,7.262662,1.0,1.0
2024-01-06,DOC_0005_004,LINE_0005_004,PRODUCT_C,TERM_008,SUPPLIER_03,5092,3.0,1,5,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82469,1.0,1.080866,1.0,1.080866,1.0
2024-01-07,DOC_0006_000,LINE_0006_000,PRODUCT_C,TERM_006,SUPPLIER_01,25357,7.0,1,6,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81261,1.0,1.065034,4.90683,1.065034,1.0
2024-01-07,DOC_0006_001,LINE_0006_001,PRODUCT_C,TERM_009,SUPPLIER_01,43497,4.0,1,6,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82044,1.0,1.075296,8.498204,1.075296,1.0
2024-01-07,DOC_0006_002,LINE_0006_002,PRODUCT_D,TERM_003,SUPPLIER_03,12703,3.0,1,6,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81552,2.0,1.068848,2.466959,1.068848,2.0
2024-01-07,DOC_0006_003,LINE_0006_003,PRODUCT_A,TERM_006,SUPPLIER_01,40162,6.0,1,6,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.78305,1.0,1.026291,7.489034,1.026291,1.0
2024-01-08,DOC_0007_000,LINE_0007_000,PRODUCT_D,TERM_010,SUPPLIER_01,43228,3.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80957,1.0,1.061049,8.333752,1.061049,1.0
2024-01-08,DOC_0007_001,LINE_0007_001,PRODUCT_D,TERM_001,SUPPLIER_01,21589,3.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81698,1.0,1.070761,4.200151,1.070761,1.0
2024-01-08,DOC_0007_002,LINE_0007_002,PRODUCT_D,TERM_010,SUPPLIER_01,11813,4.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81118,1.0,1.063159,2.28191,1.063159,1.0
2024-01-08,DOC_0007_003,LINE_0007_003,PRODUCT_C,TERM_010,SUPPLIER_01,7103,7.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80971,1.0,1.061233,1.369596,1.061233,1.0
2024-01-08,DOC_0007_004,LINE_0007_004,PRODUCT_D,TERM_005,SUPPLIER_01,42397,8.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81097,1.0,1.062884,8.187683,1.062884,1.0
2024-01-08,DOC_0007_005,LINE_0007_005,PRODUCT_C,TERM_010,SUPPLIER_01,39856,4.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82737,1.0,1.084379,7.852619,1.084379,1.0
2024-01-08,DOC_0007_006,LINE_0007_006,PRODUCT_D,TERM_005,SUPPLIER_04,33193,8.0,1,0,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81847,2.0,1.072714,6.469493,1.072714,2.0
2024-01-08,DOC_0007_007,LINE_0007_007,PRODUCT_C,TERM_010,SUPPLIER_01,38975,5.0,1,0,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81345,1.0,1.066135,7.549844,1.066135,1.0
2024-01-09,DOC_0008_000,LINE_0008_000,PRODUCT_B,TERM_005,SUPPLIER_07,33687,8.0,1,1,1,0,0,,SUPPLIER_07,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.83386,1.0,1.092885,6.689235,1.092885,1.0
2024-01-09,DOC_0008_001,LINE_0008_001,PRODUCT_B,TERM_006,SUPPLIER_04,9428,5.0,1,1,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81266,1.0,1.065099,1.824524,1.065099,1.0
2024-01-09,DOC_0008_002,LINE_0008_002,PRODUCT_B,TERM_004,SUPPLIER_04,12267,6.0,1,1,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81049,2.0,1.062255,2.367593,1.062255,2.0
2024-01-09,DOC_0008_003,LINE_0008_003,PRODUCT_B,TERM_005,SUPPLIER_02,24772,6.0,1,1,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.8095,1.0,1.060958,4.77528,1.060958,1.0
2024-01-09,DOC_0008_004,LINE_0008_004,PRODUCT_D,TERM_009,SUPPLIER_01,21810,7.0,1,1,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81799,1.0,1.072085,4.248393,1.072085,1.0
2024-01-09,DOC_0008_005,LINE_0008_005,PRODUCT_C,TERM_002,SUPPLIER_01,44319,6.0,1,1,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.83445,2.0,1.093658,8.806662,1.093658,2.0
2024-01-09,DOC_0008_006,LINE_0008_006,PRODUCT_A,TERM_002,SUPPLIER_01,36464,7.0,1,1,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.78566,2.0,1.029712,6.822131,1.029712,2.0
2024-01-09,DOC_0008_007,LINE_0008_007,PRODUCT_D,TERM_001,SUPPLIER_01,33873,4.0,1,1,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81052,1.0,1.062294,6.537901,1.062294,1.0
2024-01-10,DOC_0009_000,LINE_0009_000,PRODUCT_D,TERM_003,SUPPLIER_01,21305,5.0,1,2,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81515,1.0,1.068363,4.135615,1.068363,1.0
2024-01-10,DOC_0009_001,LINE_0009_001,PRODUCT_A,TERM_001,SUPPLIER_01,10301,8.0,1,2,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.78708,1.0,1.031573,1.93072,1.031573,1.0
2024-01-10,DOC_0009_002,LINE_0009_002,PRODUCT_D,TERM_002,SUPPLIER_01,18097,6.0,1,2,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81838,2.0,1.072596,3.526814,1.072596,2.0
2024-01-10,DOC_0009_003,LINE_0009_003,PRODUCT_A,TERM_002,SUPPLIER_01,42643,7.0,1,2,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.77263,1.0,1.012635,7.845856,1.012635,1.0
2024-01-10,DOC_0009_004,LINE_0009_004,PRODUCT_B,TERM_005,SUPPLIER_01,18227,6.0,1,2,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80146,1.0,1.05042,3.478708,1.05042,1.0
2024-01-11,DOC_0010_000,LINE_0010_000,PRODUCT_D,TERM_009,SUPPLIER_01,24762,4.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81152,1.0,1.063605,4.785265,1.063605,1.0
2024-01-11,DOC_0010_001,LINE_0010_001,PRODUCT_A,TERM_010,SUPPLIER_02,14304,6.0,1,3,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.77911,1.0,1.021127,2.653856,1.021127,1.0
2024-01-11,DOC_0010_002,LINE_0010_002,PRODUCT_A,TERM_003,SUPPLIER_01,25458,3.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.78252,1.0,1.025597,4.743956,1.025597,1.0
2024-01-11,DOC_0010_003,LINE_0010_003,PRODUCT_D,TERM_001,SUPPLIER_04,20113,3.0,1,3,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82901,1.0,1.086528,3.970614,1.086528,1.0
2024-01-11,DOC_0010_004,LINE_0010_004,PRODUCT_B,TERM_009,SUPPLIER_01,25181,3.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81398,3.0,1.066829,4.880988,1.066829,3.0
2024-01-11,DOC_0010_005,LINE_0010_005,PRODUCT_C,TERM_010,SUPPLIER_01,24545,8.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.818,1.0,1.072098,4.781205,1.072098,1.0
2024-01-11,DOC_0010_006,LINE_0010_006,PRODUCT_D,TERM_008,SUPPLIER_01,38770,8.0,1,3,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.805,1.0,1.05506,7.43212,1.05506,1.0
2024-01-11,DOC_0010_007,LINE_0010_007,PRODUCT_A,TERM_002,SUPPLIER_04,35671,6.0,1,3,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80541,2.0,1.055597,6.841531,1.055597,2.0
2024-01-12,DOC_0011_000,LINE_0011_000,PRODUCT_B,TERM_004,SUPPLIER_03,9824,5.0,1,4,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80685,1.0,1.057484,1.887565,1.057484,1.0
2024-01-12,DOC_0011_001,LINE_0011_001,PRODUCT_B,TERM_009,SUPPLIER_03,26486,8.0,1,4,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81675,2.0,1.07046,5.151415,1.07046,2.0
2024-01-12,DOC_0011_002,LINE_0011_002,PRODUCT_C,TERM_009,SUPPLIER_02,25988,3.0,1,4,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.83112,1.0,1.089293,5.143488,1.089293,1.0
2024-01-12,DOC_0011_003,LINE_0011_003,PRODUCT_A,TERM_003,SUPPLIER_04,15988,5.0,1,4,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.79542,1.0,1.042504,3.028388,1.042504,1.0
2024-01-13,DOC_0012_000,LINE_0012_000,PRODUCT_C,TERM_008,SUPPLIER_07,42935,7.0,1,5,1,0,0,,SUPPLIER_07,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.84239,2.0,1.104064,8.612825,1.104064,2.0
2024-01-13,DOC_0012_001,LINE_0012_001,PRODUCT_B,TERM_008,SUPPLIER_01,15034,3.0,1,5,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81431,1.0,1.067262,2.915315,1.067262,1.0
2024-01-13,DOC_0012_002,LINE_0012_002,PRODUCT_B,TERM_004,SUPPLIER_01,9291,8.0,1,5,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.8087,2.0,1.059909,1.789249,1.059909,2.0
2024-01-13,DOC_0012_003,LINE_0012_003,PRODUCT_D,TERM_006,SUPPLIER_03,7323,6.0,1,5,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82345,1.0,1.079241,1.435975,1.079241,1.0
2024-01-14,DOC_0013_000,LINE_0013_000,PRODUCT_B,TERM_004,SUPPLIER_02,18215,4.0,1,6,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.80753,1.0,1.058376,3.502748,1.058376,1.0
2024-01-14,DOC_0013_001,LINE_0013_001,PRODUCT_A,TERM_007,SUPPLIER_01,32320,7.0,1,6,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.7762,1.0,1.017313,5.97401,1.017313,1.0
2024-01-14,DOC_0013_002,LINE_0013_002,PRODUCT_D,TERM_006,SUPPLIER_01,17650,4.0,1,6,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81526,1.0,1.068507,3.426588,1.068507,1.0
2024-01-14,DOC_0013_003,LINE_0013_003,PRODUCT_D,TERM_004,SUPPLIER_05,26808,3.0,1,6,1,0,0,,SUPPLIER_05,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82872,1.0,1.086148,5.290459,1.086148,1.0
2024-01-14,DOC_0013_004,LINE_0013_004,PRODUCT_B,TERM_005,SUPPLIER_01,38460,8.0,1,6,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81161,1.0,1.063723,7.433232,1.063723,1.0
2024-01-14,DOC_0013_005,LINE_0013_005,PRODUCT_D,TERM_004,SUPPLIER_02,12935,4.0,1,6,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82794,1.0,1.085126,2.55027,1.085126,1.0
2024-01-15,DOC_0014_000,LINE_0014_000,PRODUCT_D,TERM_007,SUPPLIER_02,34825,4.0,1,0,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81845,1.0,1.072688,6.787413,1.072688,1.0
2024-01-15,DOC_0014_001,LINE_0014_001,PRODUCT_C,TERM_008,SUPPLIER_02,5869,3.0,1,0,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.8287,1.0,1.086122,1.158197,1.086122,1.0
2024-01-15,DOC_0014_002,LINE_0014_002,PRODUCT_C,TERM_001,SUPPLIER_03,28011,3.0,1,0,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82754,1.0,1.084601,5.519994,1.084601,1.0
2024-01-15,DOC_0014_003,LINE_0014_003,PRODUCT_A,TERM_008,SUPPLIER_03,9132,6.0,1,0,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.79206,2.0,1.0381,1.722443,1.0381,2.0
2024-01-15,DOC_0014_004,LINE_0014_004,PRODUCT_C,TERM_008,SUPPLIER_02,36891,3.0,1,0,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82402,1.0,1.079988,7.23901,1.079988,1.0
2024-01-15,DOC_0014_005,LINE_0014_005,PRODUCT_D,TERM_008,SUPPLIER_04,32353,4.0,1,0,1,0,0,,SUPPLIER_04,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.82939,1.0,1.087026,6.389904,1.087026,1.0
2024-01-15,DOC_0014_006,LINE_0014_006,PRODUCT_B,TERM_005,SUPPLIER_03,38396,5.0,1,0,1,0,0,,SUPPLIER_03,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.81717,1.0,1.07101,7.4717,1.07101,1.0
2024-01-16,DOC_0015_000,LINE_0015_000,PRODUCT_C,TERM_007,SUPPLIER_01,30818,3.0,1,1,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.83887,1.0,1.099451,6.156306,1.099451,1.0
2024-01-16,DOC_0015_001,LINE_0015_001,PRODUCT_C,TERM_006,SUPPLIER_01,13305,4.0,1,1,1,0,0,,SUPPLIER_01,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.83262,1.0,1.091259,2.638049,1.091259,1.0
2024-01-16,DOC_0015_002,LINE_0015_002,PRODUCT_A,TERM_003,SUPPLIER_02,42223,6.0,1,1,1,0,0,,SUPPLIER_02,synthetic_source.csv,SYNTH_0042,SYNTH_0042,2026-03-02T07:54:05.680683+00:00,0.79132,1.0,1.03713,7.956502,1.03713,1.0
