event_id,fecha_evento,albaran_id,linea_id,producto_canonico,terminal_compra,proveedor_elegido_real,proveedor_candidato,coste_min_dia_proveedor,rank_coste_dia_producto,terminales_cubiertos,observaciones_oferta,candidatos_evento_count,coste_min_evento,coste_max_evento,spread_coste_evento,delta_vs_min_evento,ratio_vs_min_evento,litros_evento,precio_unitario_evento,importe_total_evento,dia_semana,mes,fin_mes,blocked_by_rule_candidate,block_reason_candidate,target_elegido,v2_run_id,v2_ts_utc
EVT_0000_001,2024-01-01,DOC_0000_001,LINE_0000_001,PRODUCT_D,TERM_002,SUPPLIER_03,SUPPLIER_04,0.82748,3,6,6,6,0.81645,0.8661,0.04965,0.01103,0.01351,23517,0.81645,19200.45,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_001,2024-01-01,DOC_0000_001,LINE_0000_001,PRODUCT_D,TERM_002,SUPPLIER_03,SUPPLIER_06,0.8394,4,7,8,6,0.81645,0.8661,0.04965,0.02295,0.028109,23517,0.81645,19200.45,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_001,2024-01-01,DOC_0000_001,LINE_0000_001,PRODUCT_D,TERM_002,SUPPLIER_03,SUPPLIER_07,0.84486,5,6,5,6,0.81645,0.8661,0.04965,0.02841,0.034797,23517,0.81645,19200.45,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_001,2024-01-01,DOC_0000_001,LINE_0000_001,PRODUCT_D,TERM_002,SUPPLIER_03,SUPPLIER_10,0.8661,6,3,9,6,0.81645,0.8661,0.04965,0.04965,0.060812,23517,0.81645,19200.45,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_002,2024-01-01,DOC_0000_002,LINE_0000_002,PRODUCT_B,TERM_009,SUPPLIER_01,SUPPLIER_01,0.79207,1,5,9,6,0.79207,0.84311,0.05104,0.0,0.0,27609,0.79207,21868.26,0,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_002,2024-01-01,DOC_0000_002,LINE_0000_002,PRODUCT_B,TERM_009,SUPPLIER_01,SUPPLIER_06,0.81885,2,6,10,6,0.79207,0.84311,0.05104,0.02678,0.03381,27609,0.79207,21868.26,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_002,2024-01-01,DOC_0000_002,LINE_0000_002,PRODUCT_B,TERM_009,SUPPLIER_01,SUPPLIER_05,0.81899,3,5,7,6,0.79207,0.84311,0.05104,0.02692,0.033987,27609,0.79207,21868.26,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_002,2024-01-01,DOC_0000_002,LINE_0000_002,PRODUCT_B,TERM_009,SUPPLIER_01,SUPPLIER_04,0.82267,4,4,5,6,0.79207,0.84311,0.05104,0.0306,0.038633,27609,0.79207,21868.26,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_002,2024-01-01,DOC_0000_002,LINE_0000_002,PRODUCT_B,TERM_009,SUPPLIER_01,SUPPLIER_08,0.83245,5,3,4,6,0.79207,0.84311,0.05104,0.04038,0.05098,27609,0.79207,21868.26,0,1,0,1,RULE_BLOCK_GENERIC,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_002,2024-01-01,DOC_0000_002,LINE_0000_002,PRODUCT_B,TERM_009,SUPPLIER_01,SUPPLIER_09,0.84311,6,7,7,6,0.79207,0.84311,0.05104,0.05104,0.064439,27609,0.79207,21868.26,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_02,0.81922,1,3,4,8,0.81922,0.8728,0.05358,0.0,0.0,41024,0.81922,33607.68,0,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_03,0.82185,2,3,5,8,0.81922,0.8728,0.05358,0.00263,0.00321,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_01,0.82516,3,5,9,8,0.81922,0.8728,0.05358,0.00594,0.007251,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_05,0.83973,4,4,8,8,0.81922,0.8728,0.05358,0.02051,0.025036,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_06,0.84513,5,4,4,8,0.81922,0.8728,0.05358,0.02591,0.031628,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_04,0.84576,6,7,9,8,0.81922,0.8728,0.05358,0.02654,0.032397,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_08,0.85191,7,5,5,8,0.81922,0.8728,0.05358,0.03269,0.039904,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0000_003,2024-01-01,DOC_0000_003,LINE_0000_003,PRODUCT_C,TERM_002,SUPPLIER_02,SUPPLIER_10,0.8728,8,6,9,8,0.81922,0.8728,0.05358,0.05358,0.065404,41024,0.81922,33607.68,0,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_000,2024-01-02,DOC_0001_000,LINE_0001_000,PRODUCT_D,TERM_005,SUPPLIER_01,SUPPLIER_01,0.80914,1,4,4,6,0.80914,0.86515,0.05601,0.0,0.0,36475,0.80914,29513.38,1,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_000,2024-01-02,DOC_0001_000,LINE_0001_000,PRODUCT_D,TERM_005,SUPPLIER_01,SUPPLIER_03,0.81217,2,3,9,6,0.80914,0.86515,0.05601,0.00303,0.003745,36475,0.80914,29513.38,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_000,2024-01-02,DOC_0001_000,LINE_0001_000,PRODUCT_D,TERM_005,SUPPLIER_01,SUPPLIER_02,0.81353,3,5,5,6,0.80914,0.86515,0.05601,0.00439,0.005426,36475,0.80914,29513.38,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_000,2024-01-02,DOC_0001_000,LINE_0001_000,PRODUCT_D,TERM_005,SUPPLIER_01,SUPPLIER_06,0.82818,4,6,10,6,0.80914,0.86515,0.05601,0.01904,0.023531,36475,0.80914,29513.38,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_000,2024-01-02,DOC_0001_000,LINE_0001_000,PRODUCT_D,TERM_005,SUPPLIER_01,SUPPLIER_08,0.8431,5,4,8,6,0.80914,0.86515,0.05601,0.03396,0.04197,36475,0.80914,29513.38,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_000,2024-01-02,DOC_0001_000,LINE_0001_000,PRODUCT_D,TERM_005,SUPPLIER_01,SUPPLIER_10,0.86515,6,6,6,6,0.80914,0.86515,0.05601,0.05601,0.069222,36475,0.80914,29513.38,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_001,2024-01-02,DOC_0001_001,LINE_0001_001,PRODUCT_A,TERM_004,SUPPLIER_01,SUPPLIER_01,0.78758,1,6,6,6,0.78758,0.83752,0.04994,0.0,0.0,38051,0.78758,29968.21,1,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_001,2024-01-02,DOC_0001_001,LINE_0001_001,PRODUCT_A,TERM_004,SUPPLIER_01,SUPPLIER_03,0.78832,2,5,10,6,0.78758,0.83752,0.04994,0.00074,0.00094,38051,0.78758,29968.21,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_001,2024-01-02,DOC_0001_001,LINE_0001_001,PRODUCT_A,TERM_004,SUPPLIER_01,SUPPLIER_05,0.79463,3,4,11,6,0.78758,0.83752,0.04994,0.00705,0.008951,38051,0.78758,29968.21,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_001,2024-01-02,DOC_0001_001,LINE_0001_001,PRODUCT_A,TERM_004,SUPPLIER_01,SUPPLIER_04,0.79933,4,6,8,6,0.78758,0.83752,0.04994,0.01175,0.014919,38051,0.78758,29968.21,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_001,2024-01-02,DOC_0001_001,LINE_0001_001,PRODUCT_A,TERM_004,SUPPLIER_01,SUPPLIER_10,0.83161,5,8,11,6,0.78758,0.83752,0.04994,0.04403,0.055905,38051,0.78758,29968.21,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_001,2024-01-02,DOC_0001_001,LINE_0001_001,PRODUCT_A,TERM_004,SUPPLIER_01,SUPPLIER_09,0.83752,6,6,4,6,0.78758,0.83752,0.04994,0.04994,0.063409,38051,0.78758,29968.21,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_02,0.79668,1,4,6,10,0.79668,0.8567,0.06002,0.0,0.0,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_03,0.81055,2,4,11,10,0.79668,0.8567,0.06002,0.01387,0.01741,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_01,0.81277,3,5,5,10,0.79668,0.8567,0.06002,0.01609,0.020196,43774,0.81277,35578.19,1,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_05,0.82024,4,4,5,10,0.79668,0.8567,0.06002,0.02356,0.029573,43774,0.81277,35578.19,1,1,0,1,RULE_BLOCK_GENERIC,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_04,0.82037,5,3,9,10,0.79668,0.8567,0.06002,0.02369,0.029736,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_08,0.83102,6,4,8,10,0.79668,0.8567,0.06002,0.03434,0.043104,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_06,0.83871,7,7,8,10,0.79668,0.8567,0.06002,0.04203,0.052756,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_07,0.84478,8,8,10,10,0.79668,0.8567,0.06002,0.0481,0.060376,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_10,0.85198,9,3,9,10,0.79668,0.8567,0.06002,0.0553,0.069413,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_002,2024-01-02,DOC_0001_002,LINE_0001_002,PRODUCT_B,TERM_005,SUPPLIER_01,SUPPLIER_09,0.8567,10,5,4,10,0.79668,0.8567,0.06002,0.06002,0.075338,43774,0.81277,35578.19,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_01,0.81311,1,3,7,7,0.81311,0.88384,0.07073,0.0,0.0,8234,0.82785,6816.52,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_02,0.82785,2,5,10,7,0.81311,0.88384,0.07073,0.01474,0.018128,8234,0.82785,6816.52,1,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_04,0.8386,3,3,6,7,0.81311,0.88384,0.07073,0.02549,0.031349,8234,0.82785,6816.52,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_05,0.84462,4,7,7,7,0.81311,0.88384,0.07073,0.03151,0.038752,8234,0.82785,6816.52,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_06,0.84911,5,4,10,7,0.81311,0.88384,0.07073,0.036,0.044274,8234,0.82785,6816.52,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_07,0.87166,6,6,10,7,0.81311,0.88384,0.07073,0.05855,0.072007,8234,0.82785,6816.52,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0001_003,2024-01-02,DOC_0001_003,LINE_0001_003,PRODUCT_C,TERM_010,SUPPLIER_02,SUPPLIER_10,0.88384,7,6,4,7,0.81311,0.88384,0.07073,0.07073,0.086987,8234,0.82785,6816.52,1,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_02,0.8224,1,6,5,9,0.8224,0.86046,0.03806,0.0,0.0,9549,0.8224,7853.1,2,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_03,0.8249,2,4,7,9,0.8224,0.86046,0.03806,0.0025,0.00304,9549,0.8224,7853.1,2,1,0,1,RULE_BLOCK_GENERIC,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_05,0.83191,3,6,10,9,0.8224,0.86046,0.03806,0.00951,0.011564,9549,0.8224,7853.1,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_06,0.83227,4,5,11,9,0.8224,0.86046,0.03806,0.00987,0.012001,9549,0.8224,7853.1,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_04,0.84017,5,6,10,9,0.8224,0.86046,0.03806,0.01777,0.021607,9549,0.8224,7853.1,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_08,0.84066,6,8,7,9,0.8224,0.86046,0.03806,0.01826,0.022203,9549,0.8224,7853.1,2,1,0,1,RULE_BLOCK_GENERIC,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_07,0.8421,7,4,5,9,0.8224,0.86046,0.03806,0.0197,0.023954,9549,0.8224,7853.1,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_09,0.85889,8,4,11,9,0.8224,0.86046,0.03806,0.03649,0.04437,9549,0.8224,7853.1,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_000,2024-01-03,DOC_0002_000,LINE_0002_000,PRODUCT_D,TERM_005,SUPPLIER_02,SUPPLIER_10,0.86046,9,5,4,9,0.8224,0.86046,0.03806,0.03806,0.046279,9549,0.8224,7853.1,2,1,0,1,RULE_BLOCK_GENERIC,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_01,0.80177,1,7,5,10,0.80177,0.84792,0.04615,0.0,0.0,25950,0.80177,20805.93,2,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_03,0.81179,2,5,6,10,0.80177,0.84792,0.04615,0.01002,0.012497,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_04,0.81602,3,5,9,10,0.80177,0.84792,0.04615,0.01425,0.017773,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_02,0.81726,4,4,5,10,0.80177,0.84792,0.04615,0.01549,0.01932,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_05,0.82469,5,7,10,10,0.80177,0.84792,0.04615,0.02292,0.028587,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_06,0.82741,6,8,10,10,0.80177,0.84792,0.04615,0.02564,0.031979,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_07,0.83308,7,5,7,10,0.80177,0.84792,0.04615,0.03131,0.039051,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_10,0.83343,8,6,7,10,0.80177,0.84792,0.04615,0.03166,0.039488,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_08,0.84152,9,6,8,10,0.80177,0.84792,0.04615,0.03975,0.049578,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_001,2024-01-03,DOC_0002_001,LINE_0002_001,PRODUCT_B,TERM_010,SUPPLIER_01,SUPPLIER_09,0.84792,10,6,4,10,0.80177,0.84792,0.04615,0.04615,0.05756,25950,0.80177,20805.93,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_002,2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,SUPPLIER_02,0.80333,1,8,10,6,0.80333,0.85652,0.05319,0.0,0.0,34395,0.80333,27630.54,2,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_002,2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,SUPPLIER_04,0.80706,2,3,6,6,0.80333,0.85652,0.05319,0.00373,0.004643,34395,0.80333,27630.54,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_002,2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,SUPPLIER_05,0.82315,3,3,4,6,0.80333,0.85652,0.05319,0.01982,0.024672,34395,0.80333,27630.54,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_002,2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,SUPPLIER_09,0.83764,4,4,5,6,0.80333,0.85652,0.05319,0.03431,0.04271,34395,0.80333,27630.54,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_002,2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,SUPPLIER_08,0.85303,5,3,8,6,0.80333,0.85652,0.05319,0.0497,0.061867,34395,0.80333,27630.54,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_002,2024-01-03,DOC_0002_002,LINE_0002_002,PRODUCT_B,TERM_002,SUPPLIER_02,SUPPLIER_10,0.85652,6,7,8,6,0.80333,0.85652,0.05319,0.05319,0.066212,34395,0.80333,27630.54,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_003,2024-01-03,DOC_0002_003,LINE_0002_003,PRODUCT_C,TERM_008,SUPPLIER_02,SUPPLIER_01,0.81536,1,7,9,9,0.81536,0.87303,0.05767,0.0,0.0,41804,0.82592,34526.76,2,1,0,0,,0,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
EVT_0002_003,2024-01-03,DOC_0002_003,LINE_0002_003,PRODUCT_C,TERM_008,SUPPLIER_02,SUPPLIER_02,0.82592,2,5,5,9,0.81536,0.87303,0.05767,0.01056,0.012951,41804,0.82592,34526.76,2,1,0,0,,1,SYNTH_0042,2026-03-02T07:54:05.680683+00:00
