fecha_compra,albaran_id,linea_id,producto_canonico,terminal_canonico,proveedor_canonico,litros,precio_unitario,importe_total,coste_min_dia_proveedor,rank_coste_dia_producto,terminales_cubiertos,feature_oferta_disponible,dia_semana,mes,fin_mes,blocked_by_rule,block_reason,proveedor_elegido,source_file,source_transform_run_id,marts_run_id,marts_ts_utc
2023-01-02,ALBARAN_D7E0C13BBBBC,LINE_F0A3D1A3902C,PRODUCT_002,TERMINAL_002,SUPPLIER_050,4995,0.790164,3976.84,794.284,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-01-02,ALBARAN_D7E0C13BBBBC,LINE_E30C367699F7,PRODUCT_001,TERMINAL_002,SUPPLIER_050,3002,0.822567,2487.36,826.687,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-01-02,ALBARAN_D7E0C13BBBBC,LINE_B1E28CAF1400,PRODUCT_001,TERMINAL_002,SUPPLIER_050,2995,0.822567,2481.56,826.687,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-01-02,ALBARAN_D7E0C13BBBBC,LINE_A36EA6DE2737,PRODUCT_002,TERMINAL_002,SUPPLIER_050,11999,0.790164,9553.17,794.284,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_D7E0C13BBBBC,LINE_EE8F536BDA2C,PRODUCT_002,TERMINAL_002,SUPPLIER_009,10004,0.90767,9090.33,907.12,8.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_D7E0C13BBBBC,LINE_5D455992AB73,PRODUCT_001,TERMINAL_002,SUPPLIER_009,4100,0.95577,3922.76,959.72,10.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_D7E0C13BBBBC,LINE_8CCACFCE2328,PRODUCT_001,TERMINAL_002,SUPPLIER_009,4895,0.95577,4683.39,959.72,10.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_D7E0C13BBBBC,LINE_4196146CB295,PRODUCT_002,TERMINAL_002,SUPPLIER_009,11003,0.90767,9998.1,907.12,8.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_D7E0C13BBBBC,LINE_6C46EB6BDDA9,PRODUCT_002,TERMINAL_002,SUPPLIER_009,1998,0.90767,1815.52,907.12,8.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_D7E0C13BBBBC,LINE_1BAB22A154A6,PRODUCT_002,TERMINAL_002,SUPPLIER_010,7997,0.70732,5664.4400000000005,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_D7E0C13BBBBC,LINE_848AEF9C3F7A,PRODUCT_002,TERMINAL_002,SUPPLIER_010,5004,0.70732,3544.4300000000003,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_D7E0C13BBBBC,LINE_2D2B9B489F55,PRODUCT_001,TERMINAL_002,SUPPLIER_010,3052,0.79395,2426.19,814.5,2.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_D7E0C13BBBBC,LINE_C0C3A560883A,PRODUCT_001,TERMINAL_002,SUPPLIER_010,4947,0.79395,3932.62,814.5,2.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_D7E0C13BBBBC,LINE_590EC4FF7051,PRODUCT_002,TERMINAL_002,SUPPLIER_010,11997,0.70732,8497.720000000001,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_D7E0C13BBBBC,LINE_4F9FB121F7F0,PRODUCT_002,TERMINAL_002,SUPPLIER_009,10002,0.96047,9616.62,978.94,4.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_D7E0C13BBBBC,LINE_07F8311D7AE4,PRODUCT_002,TERMINAL_002,SUPPLIER_009,4497,0.96047,4323.7300000000005,978.94,4.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_D7E0C13BBBBC,LINE_63935AAB4FA9,PRODUCT_001,TERMINAL_002,SUPPLIER_009,4003,1.06387,4262.67,1080.89,3.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_D7E0C13BBBBC,LINE_B4C0F5840F74,PRODUCT_001,TERMINAL_002,SUPPLIER_009,995,1.06387,1059.55,1080.89,3.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_D7E0C13BBBBC,LINE_F25162D34390,PRODUCT_002,TERMINAL_002,SUPPLIER_009,12999,0.96047,12498.15,978.94,4.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_D7E0C13BBBBC,LINE_899032E46636,PRODUCT_002,TERMINAL_001,SUPPLIER_050,10000,1.2704,12714.0,1268.503,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_D7E0C13BBBBC,LINE_ED36F73A4F51,PRODUCT_002,TERMINAL_001,SUPPLIER_050,5000,1.2704,6357.0,1268.503,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_D7E0C13BBBBC,LINE_64D8BC05BEC3,PRODUCT_002,TERMINAL_001,SUPPLIER_050,5000,1.2704,6357.0,1268.503,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_D7E0C13BBBBC,LINE_BC08CD59ACA7,PRODUCT_002,TERMINAL_001,SUPPLIER_050,12000,1.2704,15256.8,1268.503,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_D7E0C13BBBBC,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_007,9998,0.955,9648.07,,,,0,1,1,0,0,,SUPPLIER_007,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_D7E0C13BBBBC,LINE_07771A799E32,PRODUCT_001,TERMINAL_001,SUPPLIER_007,1998,1.082,2181.82,,,,0,1,1,0,0,,SUPPLIER_007,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_D7E0C13BBBBC,LINE_4B983CB16D58,PRODUCT_001,TERMINAL_001,SUPPLIER_007,4000,1.082,4368.0,,,,0,1,1,0,0,,SUPPLIER_007,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_D7E0C13BBBBC,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_001,SUPPLIER_007,5002,0.955,4826.93,,,,0,1,1,0,0,,SUPPLIER_007,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_D7E0C13BBBBC,LINE_06CBC590750C,PRODUCT_002,TERMINAL_001,SUPPLIER_007,10999,0.955,10614.04,,,,0,1,1,0,0,,SUPPLIER_007,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_D7E0C13BBBBC,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,10001,1.04517,10652.77,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_D7E0C13BBBBC,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,5005,0.74901,3848.9,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_D7E0C13BBBBC,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,4996,0.74901,3841.97,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_D7E0C13BBBBC,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,12000,0.74901,9228.12,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-04-03,ALBARAN_2394210F108A,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9999,0.47957,4795.22,489.29,10.0,4.0,1,0,4,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-04-03,ALBARAN_2394210F108A,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5000,0.79428,3971.4,799.35,6.0,4.0,1,0,4,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-04-03,ALBARAN_2394210F108A,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,11999,0.47957,5754.360000000001,489.29,10.0,4.0,1,0,4,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-04-03,ALBARAN_2394210F108A,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_001,SUPPLIER_009,4999,0.79428,3970.61,799.35,6.0,4.0,1,0,4,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-01-02,ALBARAN_2394210F108A,LINE_06CBC590750C,PRODUCT_003,TERMINAL_001,SUPPLIER_050,9999,0.5283,5432.46,532.422,2.0,3.0,1,1,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-01-02,ALBARAN_2394210F108A,LINE_7C0BB011E64C,PRODUCT_003,TERMINAL_001,SUPPLIER_050,5831,0.5283,3167.98,532.422,2.0,3.0,1,1,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-01-02,ALBARAN_2394210F108A,LINE_AB629A6450B0,PRODUCT_002,TERMINAL_001,SUPPLIER_050,5998,0.83002,5068.43,834.141,1.0,3.0,1,1,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-01-02,ALBARAN_2394210F108A,LINE_D48EFF1512FF,PRODUCT_003,TERMINAL_001,SUPPLIER_050,4999,0.4885,2517.0,492.746,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-01-02,ALBARAN_2394210F108A,LINE_F9F1CB7DBF80,PRODUCT_002,TERMINAL_001,SUPPLIER_050,9999,0.79003,8049.490000000001,794.284,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-01-02,ALBARAN_2394210F108A,LINE_267422C4817D,PRODUCT_001,TERMINAL_001,SUPPLIER_050,1999,0.82245,1674.0600000000002,826.687,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_2394210F108A,LINE_F0A3D1A3902C,PRODUCT_003,TERMINAL_001,SUPPLIER_009,5000,0.59286,3039.3,594.73,3.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-01-02,ALBARAN_2394210F108A,LINE_E30C367699F7,PRODUCT_003,TERMINAL_001,SUPPLIER_009,12999,0.59286,7901.570000000001,594.73,3.0,5.0,1,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_2394210F108A,LINE_B1E28CAF1400,PRODUCT_002,TERMINAL_002,SUPPLIER_010,10005,0.70732,7126.76,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_2394210F108A,LINE_A36EA6DE2737,PRODUCT_001,TERMINAL_002,SUPPLIER_010,4978,0.79395,3977.17,814.5,2.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_2394210F108A,LINE_EE8F536BDA2C,PRODUCT_002,TERMINAL_002,SUPPLIER_010,2999,0.70732,2136.25,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_2394210F108A,LINE_5D455992AB73,PRODUCT_002,TERMINAL_002,SUPPLIER_010,5003,0.70732,3563.74,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-01-04,ALBARAN_2394210F108A,LINE_8CCACFCE2328,PRODUCT_002,TERMINAL_002,SUPPLIER_010,9998,0.70732,7121.780000000001,734.5500000000001,1.0,1.0,1,0,1,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_2394210F108A,LINE_4196146CB295,PRODUCT_002,TERMINAL_001,SUPPLIER_009,10000,0.96047,9754.7,978.94,4.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_2394210F108A,LINE_6C46EB6BDDA9,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5000,0.96047,4877.35,978.94,4.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_2394210F108A,LINE_1BAB22A154A6,PRODUCT_003,TERMINAL_001,SUPPLIER_009,12001,0.61891,7445.54,637.78,3.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-01-04,ALBARAN_2394210F108A,LINE_848AEF9C3F7A,PRODUCT_002,TERMINAL_001,SUPPLIER_009,3998,0.96047,3899.93,978.94,4.0,5.0,1,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_2394210F108A,LINE_2D2B9B489F55,PRODUCT_002,TERMINAL_002,SUPPLIER_050,9999,1.2704,12712.73,1268.503,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_2394210F108A,LINE_C0C3A560883A,PRODUCT_003,TERMINAL_002,SUPPLIER_050,2003,1.0147,2034.45,1013.37,1.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_2394210F108A,LINE_590EC4FF7051,PRODUCT_001,TERMINAL_002,SUPPLIER_050,1999,1.21735,2435.48,1233.931,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_2394210F108A,LINE_4F9FB121F7F0,PRODUCT_001,TERMINAL_002,SUPPLIER_050,3998,1.21735,4870.96,1233.931,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-01-04,ALBARAN_2394210F108A,LINE_07F8311D7AE4,PRODUCT_002,TERMINAL_002,SUPPLIER_050,12999,1.2704,16526.93,1268.503,2.0,3.0,1,2,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_2394210F108A,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_002,SUPPLIER_009,10007,0.74701,7675.47,,,,0,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_2394210F108A,LINE_07771A799E32,PRODUCT_003,TERMINAL_002,SUPPLIER_009,5004,0.74701,3838.12,,,,0,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_2394210F108A,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_002,SUPPLIER_009,3988,0.74701,3058.84,,,,0,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-01-02,ALBARAN_2394210F108A,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_002,SUPPLIER_009,13007,0.74701,9976.5,,,,0,1,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_2394210F108A,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,4999,1.04517,5324.780000000001,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_2394210F108A,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9999,0.74901,7689.33,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-01-02,ALBARAN_2394210F108A,LINE_4B983CB16D58,PRODUCT_001,TERMINAL_001,SUPPLIER_009,999,1.10527,1124.14,,,,0,3,1,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-04-03,ALBARAN_50F6B94751FC,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,9999,0.79428,7942.01,799.35,6.0,4.0,1,0,4,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-04-03,ALBARAN_50F6B94751FC,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5822,0.79428,4624.3,799.35,6.0,4.0,1,0,4,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-01-02,ALBARAN_50F6B94751FC,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_050,10000,0.5283,5433.0,532.422,2.0,3.0,1,1,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-01-02,ALBARAN_50F6B94751FC,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_050,5999,0.5283,3259.26,532.422,2.0,3.0,1,1,1,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
