event_id,fecha_evento,albaran_id,linea_id,producto_canonico,terminal_compra,recommended_supplier,decision_pre_policy,decision_final,decision_source,override_reason,policy_applied_event,policy_rule_id,policy_reason_event,blocked_candidates_count,run_id,ts_utc
03466dfd5b5022244ea8531f7b871649a2d50fc6,2029-07-08,AE 507,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
03499a85987d5a432aa18abae129bcb9bb5bedbc,2029-01-28,AE 54,1,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
036d1eef4f7a3fb50a51083b66b90e0e20c573a3,2029-03-05,AE 150,3,PRODUCT_005,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0378986cde22d8e446a63be91022023426931228,2029-04-11,AE 224,2,PRODUCT_003,TERMINAL_003,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0385bbe710b4e4ebe7e4211d439eefa0493d0f51,2028-03-22,AE 286,4,PRODUCT_002,TERMINAL_001,SUPPLIER_007,SUPPLIER_007,SUPPLIER_009,policy_albaran_coherence,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,1,P_DAY03_PRODUCT_002_FOLLOW_PRODUCT_003_SUPPLIER_009,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
03a7963a40d1745020117f2040bb47e250f545f0,2028-04-11,AE 345,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
03aa1d8ab398d3d46156eea8344d0bd281831509,2029-04-16,AE 239,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
03e1d728948aa02aaeef66a201fae697e4e591c0,2028-05-30,AE 489,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
03e325c10d0393909268a56d248404b5a90b375e,2029-06-20,AE 450,2,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
03f76f17403b28d2ce4674642ad9cb7d8c029eb8,2028-03-01,AE 211,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0411f0b214e407aca2d98a6fc7617a883c75f4dc,2029-04-21,AE 244,4,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
044d825f28a46f48cb8bbd9f8fb42f0961677b84,2029-04-16,AE 239,1,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0454a707e9d68eb8079ea7f6f0cf944f9c10694a,2029-06-25,AE 460,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
046b829edb0a6c0e12873c55d9b563deb23e2a68,2029-01-08,AE 11,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0492ac93b84200463c77d553aca9c61e4087eb94,2028-05-07,AE 412,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
04a05bbb26859f2d74a9d00a4a03fb964cb90a67,2029-05-21,AE 345,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
04b7fe011e52feddeafd4b9bf6ecd537e74a3d8e,2028-05-21,AE 459,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
04f70a668537c5ea927a81a3bae5f847221b990a,2028-03-06,AE 224,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
04f9f263be71231d41dfc43ad7656afb4de1982c,2028-02-29,AE 205,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
052182578066aa5701c4c5cd151f12d9894b3868,2029-06-16,AE 426,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
052be3ce98aaff38609b7330c0045df0b8af2422,2029-02-07,AE 82,2,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05427f10c51f80893901b7c19201d2cb0a5573d7,2028-03-25,AE 296,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05447b0d4e975a170e155acbee1e893259b8427a,2029-04-07,AE 209,4,PRODUCT_002,TERMINAL_003,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05550802ec1c65b55ab6ff0157fd070eed4bcfe3,2028-05-02,AE 402,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0559439725f3b6370cf42dd06eceace61dc215e5,2028-03-01,AE 210,1,PRODUCT_002,TERMINAL_001,SUPPLIER_007,SUPPLIER_007,SUPPLIER_009,policy_albaran_coherence,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,1,P_DAY03_PRODUCT_002_FOLLOW_PRODUCT_003_SUPPLIER_009,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0599d0298050e49d1e4dc919af2651841b05e054,2028-03-20,AE 279,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05a8c0788aeb716ab6ebe687e87280a45c193634,2029-04-08,AE 216,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05ae0e613a7afa046982d9a5d0f7a7cecf6a213a,2028-05-06,AE 407,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05cfdc50af0c1a720a9a154a583d8baf6f752f6a,2029-06-23,AE 453,1,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05d312bcd25f44e693dfe5a0f90e7931c166cb65,2029-07-15,AE 525,3,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
05e3e320b9f17d58a51b1bcf8e4142b16ce213be,2029-01-24,AE 47,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0600ed716114371d3ade85eea80ff023563fff57,2029-06-06,AE 395,3,PRODUCT_006,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
061d3622d58012506660fd54549502012b7f32d4,2029-01-30,AE 58,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0632902a78107c6eac76da09dd56814e1bf35621,2029-04-15,AE 235,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0635f0dbca827865a0be495f7f9f8b734fd4d7f8,2028-03-08,AE 234,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0666cb94a516586dc9b6c86f24eb73d3607402be,2029-06-16,AE 430,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
06697570ef7fe5028a5c1324708d47d9284b71de,2029-05-15,AE 324,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
066e42a4c96ec6f79bcf8521229609ae111c7e8e,2028-04-12,AE 351,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
06889dca8c64063740da42e3a96c741335244375,2029-01-10,AE 19,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
068beb8de1ee2d9d121406506cdfef32cbc52fb2,2029-01-03,AE 4,2,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
069125b9672767571d007e8a17d0eecfb76112ff,2028-04-05,AE 329,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
06b7b21c3a6263f734bffdbfc5ae11e8e5b39b68,2029-06-13,AE 425,1,PRODUCT_002,TERMINAL_001,SUPPLIER_050,SUPPLIER_050,SUPPLIER_050,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
06c80f17708b0b99cd2e20c15634d3b4c304c43d,2029-02-03,AE 63,2,PRODUCT_005,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
06dea4415dec004c5cd6880f8a72118011df4f08,2029-05-20,AE 339,1,PRODUCT_003,TERMINAL_002,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
06f594971aa9bea8eadbc01a848738b2b9d974ff,2028-05-15,AE 439,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
071a7d0f964b1bdf8b7c7fa3fde33c5858080e14,2029-05-26,AE 353,3,PRODUCT_005,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
071c3abc68012a9569eedc06c5596356ed68fe75,2029-06-30,AE 483,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0724038ca3ecb05d498583fbc88aab51d37027a3,2028-05-17,AE 447,4,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
075553f8cfd304581d640f373feb70b949e33190,2029-01-03,AE 4,1,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0759ca96347e509bf0a972f99a11f63f5d4302e2,2028-06-05,AE 504,1,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0766a93703afb5c82c9d60fd65baf4d820a6e5e4,2029-04-04,AE 206,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
077a4479dfb2d8110b834659356f2d8b94331f15,2028-04-29,AE 390,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
077c0e754a6b62a5322e8454b5cd77d5100e9c6a,2028-04-26,AE 385,2,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0792b79a90359766ca4a58d56f93093ff1e41a1a,2029-05-22,AE 346,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
079851f8bdbe1180c1bf8d2d78647077de00d0a5,2028-05-06,AE 407,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
07a5273114df813129218afeed486442704e4105,2029-02-18,AE 114,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
07ea774be2be5bbd95f67d7428816674734d2446,2028-02-22,AE 182,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
08154ba2f4ebce1e0b0ab2949c83b0a5200e3218,2028-04-22,AE 370,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
082a671401f30cbbe1695781ba0854b77eba6041,2028-04-11,AE 345,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
082f8857573f457f2fe5149d9737ea242fb765f6,2029-04-23,AE 252,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
083b4594a8589c49ac74ae7767f46209e4a7e56f,2029-04-01,AE 201,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0845206dfe404d5d42501679f1238e5bd10b6ae3,2029-04-24,AE 256,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
08693ee2bffb0a709c82c209f642ec438b257fe0,2029-07-17,AE 531,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
087c1e224f20a5524c227d05e6270219f612b94b,2028-05-20,AE 457,3,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0890853e67ac7a6075ec5b40e000e88353b9c2d9,2029-04-14,AE 229,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0894c4685df86a7bbd4c0612e61b8da84e990fc4,2028-03-11,AE 238,4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0895fafbe0ab4d8a8309082fdcaa4f9ccff88e7d,2028-06-10,AE 519,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
08cefeed8c1c87de493908a67dafaca3a2812fb6,2028-03-20,AE 276,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
08d08e047f8a97d5408249a6aa45d845fc7201b5,2029-06-18,AE 441,2,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
08ec63702806c5ec692fe9096a6f18135c471fc9,2029-01-09,AE 18,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
090e04fffd1e29d3263e937896b4fde4eb9aebbb,2029-05-06,AE 294,2,PRODUCT_005,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
091d963c39a30c2e3e022611e6b7c684785d132a,2028-06-13,AE 530,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
092ef217916204eb23d67792304783602af13348,2028-03-22,AE 285,2,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
0979beec4c8b6dc1af1e2357c7a94bee5ce98213,2029-06-16,AE 434,3,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,1,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
097a3563ee416a72cbc581222fab521d6da3d8d5,2028-03-01,AE 209,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
099bbac75bf7b1d1433b3da6558211bc83b1debd,2029-02-17,AE 110,1,PRODUCT_002,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,0,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
09a1f896e3650aa4ff9ce2c785eb8ba381428a5e,2029-07-01,AE 486,1,PRODUCT_003,TERMINAL_001,SUPPLIER_009,SUPPLIER_009,SUPPLIER_009,model,,0,,,2,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
